Time,ABK
2.06,0
2.06,0
2.07,0
2.08,0
2.08,0
2.09,0
2.1,0
2.1,0
2.11,0
2.12,0
2.12,0
2.13,0
2.14,0
2.14,0
2.15,0
2.16,0
2.16,0
2.17,0
2.18,0
2.18,0
2.19,0
2.2,0
2.2,0
2.21,0
2.22,0
2.22,0
2.23,0
2.24,0
2.24,0
2.25,0
2.26,0
2.26,0
2.27,0
2.28,0
2.28,0
2.29,0
2.3,0
2.3,0
2.31,0
2.32,0
2.32,0
2.33,0
2.34,0
2.34,0
2.35,0
2.36,0
2.36,0
2.37,0
2.38,0
2.38,0
2.39,0
2.4,0
2.4,0
2.41,0
2.42,0
2.42,0
2.43,0
2.44,0
2.44,0
2.45,0
2.46,0
2.46,0
2.47,0
2.48,0
2.48,0
2.49,0
2.5,0
2.5,0
2.51,0
2.52,0
2.52,0
2.53,0
2.54,0
2.54,0
2.55,0
2.56,0
2.56,0
2.57,0
2.58,0
2.58,0
2.59,0
2.6,0
2.6,0
2.61,0
2.62,0
2.62,0
2.63,0
2.64,0
2.64,0
2.65,0
2.66,0
2.66,0
2.67,0
2.68,0
2.68,0
2.69,0
2.7,0
2.7,0
2.71,0
2.72,0
2.72,0
2.73,0
2.74,0
2.74,0
2.75,0
2.76,0
2.76,0
2.77,0
2.78,0
2.78,0
2.79,0
2.8,0
2.8,0
2.81,0
2.82,0
2.82,0
2.83,0
2.84,0
2.84,0
2.85,0
2.86,0
2.86,0
2.87,0
2.88,0
2.88,0
2.89,0
2.9,0
2.9,0
2.91,0
2.92,0
2.92,0
2.93,0
2.94,0
2.94,0
2.95,0
2.96,0
2.96,0
2.97,0
2.98,0
2.98,0
2.99,0
3,0
3,0
3.01,0
3.02,0
3.02,0
3.03,0
3.04,0
3.04,0
3.05,0
3.06,0
3.06,0
3.07,0
3.08,0
3.08,0
3.09,0
3.1,0
3.1,0
3.11,0
3.12,0
3.12,0
3.13,0
3.14,0
3.14,0
3.15,0
3.16,0
3.16,0
3.17,0
3.18,0
3.18,0
3.19,0
3.2,0
3.2,0
3.21,0
3.22,0
3.22,0
3.23,0
3.24,0
3.24,0
3.25,0
3.26,0
3.26,0
3.27,0
3.28,0
3.28,0
3.29,0
3.3,0
3.3,0
3.31,0
3.32,0
3.32,0
3.33,0
3.34,0
3.34,0
3.35,0
3.36,0
3.36,0
3.37,0
3.38,0
3.38,0
3.39,0
3.4,0
3.4,0
3.41,0
3.42,0
3.42,0
3.43,0
3.44,0
3.44,0
3.45,0
3.46,0
3.46,0
3.47,0
3.48,0
3.48,0
3.49,0
3.5,0
3.5,0
3.51,0
3.52,0
3.52,0
3.53,0
3.54,0
3.54,0
3.55,0
3.56,0
3.56,0
3.57,0
3.58,0
3.58,0
3.59,0
3.6,0
3.6,0
3.61,0
3.62,0
3.62,0
3.63,0
3.64,0
3.64,0
3.65,0
3.66,0
3.66,0
3.67,0
3.68,0
3.68,0
3.69,0
3.7,0
3.7,0
3.71,0
3.72,0
3.72,0
3.73,0
3.74,0
3.74,0
3.75,0
3.76,0
3.76,0
3.77,0
3.78,0
3.78,0
3.79,0
3.8,0
3.8,0
3.81,0
3.82,0
3.82,0
3.83,0
3.84,0
3.84,0
3.85,0
3.86,0
3.86,0
3.87,0
3.88,0
3.88,0
3.89,0
3.9,0
3.9,0
3.91,0
3.92,0
3.92,0
3.93,0
3.94,0
3.94,0
3.95,0
3.96,0
3.96,0
3.97,0
3.98,0
3.98,0
3.99,0
4,0
4,0
4.01,0
4.02,0
4.02,0
4.03,0
4.04,0
4.04,0
4.05,0
4.06,0
4.06,0
4.07,0
4.08,0
4.08,0
4.09,0
4.1,0
4.1,0
4.11,0
4.12,0
4.12,0
4.13,0
4.14,0
4.14,0
4.15,0
4.16,0
4.16,0
4.17,0
4.18,0
4.18,0
4.19,0
4.2,0
4.2,0
4.21,0
4.22,0
4.22,0
4.23,0
4.24,0
4.24,0
4.25,0
4.26,0
4.26,0
4.27,0
4.28,0
4.28,0
4.29,0
4.3,0
4.3,0
4.31,0
4.32,0
4.32,0
4.33,0
4.34,0
4.34,0
4.35,0
4.35999999999999,0
4.35999999999999,0
4.36999999999999,0
4.37999999999999,0
4.37999999999999,0
4.38999999999999,0
4.39999999999999,0
4.39999999999999,0
4.40999999999999,0
4.41999999999999,0
4.41999999999999,0
4.42999999999999,0
4.43999999999999,0
4.43999999999999,0
4.44999999999999,0
4.45999999999999,0
4.45999999999999,0
4.46999999999999,0
4.47999999999999,0
4.47999999999999,0
4.48999999999999,0
4.49999999999999,0
4.49999999999999,0
4.50999999999999,0
4.51999999999999,0
4.51999999999999,0
4.52999999999999,0
4.53999999999999,0
4.53999999999999,0
4.54999999999999,0
4.55999999999999,0
4.55999999999999,0
4.56999999999999,0
4.57999999999999,0
4.57999999999999,0
4.58999999999999,0
4.59999999999999,0
4.59999999999999,0
4.60999999999999,0
4.61999999999999,0
4.61999999999999,0
4.62999999999999,0
4.63999999999999,0
4.63999999999999,0
4.64999999999999,0
4.65999999999999,0
4.65999999999999,0
4.66999999999999,0
4.67999999999999,0
4.67999999999999,0
4.68999999999999,0
4.69999999999999,0
4.69999999999999,0
4.70999999999999,0
4.71999999999999,0
4.71999999999999,0
4.72999999999999,0
4.73999999999999,0
4.73999999999999,0
4.74999999999999,0
4.75999999999999,0
4.75999999999999,0
4.76999999999999,0
4.77999999999999,0
4.77999999999999,0
4.78999999999999,0
4.79999999999999,0
4.79999999999999,0
4.80999999999999,0
4.81999999999999,0
4.81999999999999,0
4.82999999999998,0
4.83999999999998,0
4.83999999999998,0
4.84999999999998,0
4.85999999999998,0
4.85999999999998,0
4.86999999999998,0
4.87999999999998,0
4.87999999999998,0
4.88999999999998,0
4.89999999999998,0
4.89999999999998,0
4.90999999999998,0
4.91999999999998,0
4.91999999999998,0
4.92999999999998,0
4.93999999999998,0
4.93999999999998,0
4.94999999999998,0
4.95999999999998,0
4.95999999999998,0
4.96999999999998,0
4.97999999999998,0
4.97999999999998,0
4.98999999999998,0
4.99999999999998,0
4.99999999999998,0
5.00999999999998,0
5.01999999999998,0
5.01999999999998,0
5.02999999999998,0
5.03999999999998,0
5.03999999999998,0
5.04999999999998,0
5.05999999999998,0
5.05999999999998,0
5.06999999999998,0
5.07999999999998,0
5.07999999999998,0
5.08999999999998,0
5.09999999999998,0
5.09999999999998,0
5.10999999999998,0
5.11999999999998,0
5.11999999999998,0
5.12999999999998,0
5.13999999999998,0
5.13999999999998,0
5.14999999999998,0
5.15999999999998,0
5.15999999999998,0
5.16999999999998,0
5.17999999999998,0
5.17999999999998,0
5.18999999999998,0
5.19999999999998,0
5.19999999999998,0
5.20999999999998,0
5.21999999999998,0
5.21999999999998,0
5.22999999999998,0
5.23999999999998,0
5.23999999999998,0
5.24999999999998,0
5.25999999999998,0
5.25999999999998,0
5.26999999999998,0
5.27999999999998,0
5.27999999999998,0
5.28999999999998,0
5.29999999999997,0
5.29999999999997,0
5.30999999999997,0
5.31999999999997,0
5.31999999999997,0
5.32999999999997,0
5.33999999999997,0
5.33999999999997,0
5.34999999999997,0
5.35999999999997,0
5.35999999999997,0
5.36999999999997,0
5.37999999999997,0
5.37999999999997,0
5.38999999999997,0
5.39999999999997,0
5.39999999999997,0
5.40999999999997,0
5.41999999999997,0
5.41999999999997,0
5.42999999999997,0
5.43999999999997,0
5.43999999999997,0
5.44999999999997,0
5.45999999999997,0
5.45999999999997,0
5.46999999999997,0
5.47999999999997,0
5.47999999999997,0
5.48999999999997,0
5.49999999999997,0
5.49999999999997,0
5.50999999999997,0
5.51999999999997,0
5.51999999999997,0
5.52999999999997,0
5.53999999999997,0
5.53999999999997,0
5.54999999999997,0
5.55999999999997,0
5.55999999999997,0
5.56999999999997,0
5.57999999999997,0
5.57999999999997,0
5.58999999999997,0
5.59999999999997,0
5.59999999999997,0
5.60999999999997,0
5.61999999999997,0
5.61999999999997,0
5.62999999999997,0
5.63999999999997,0
5.63999999999997,0
5.64999999999997,0
5.65999999999997,0
5.65999999999997,0
5.66999999999997,0
5.67999999999997,0
5.67999999999997,0
5.68999999999997,0
5.69999999999997,0
5.69999999999997,0
5.70999999999997,0
5.71999999999997,0
5.71999999999997,0
5.72999999999997,0
5.73999999999997,0
5.73999999999997,0
5.74999999999997,0
5.75999999999997,0
5.75999999999997,0
5.76999999999996,0
5.77999999999996,0
5.77999999999996,0
5.78999999999996,0
5.79999999999996,0
5.79999999999996,0
5.80999999999996,0
5.81999999999996,0
5.81999999999996,0
5.82999999999996,0
5.83999999999996,0
5.83999999999996,0
5.84999999999996,0
5.85999999999996,0
5.85999999999996,0
5.86999999999996,0
5.87999999999996,0
5.87999999999996,0
5.88999999999996,0
5.89999999999996,0
5.89999999999996,0
5.90999999999996,0
5.91999999999996,0
5.91999999999996,0
5.92999999999996,0
5.93999999999996,0
5.93999999999996,0
5.94999999999996,0
5.95999999999996,0
5.95999999999996,0
5.96999999999996,0
5.97999999999996,0
5.97999999999996,0
5.98999999999996,0
5.99999999999996,0
5.99999999999996,0
6.00999999999996,0
6.01999999999996,0
6.01999999999996,0
6.02999999999996,0
6.03999999999996,0
6.03999999999996,0
6.04999999999996,0
6.05999999999996,0
6.05999999999996,0
6.06999999999996,0
6.07999999999996,0
6.07999999999996,0
6.08999999999996,0
6.09999999999996,0
6.09999999999996,0
6.10999999999996,0
6.11999999999996,0
6.11999999999996,0
6.12999999999996,0
6.13999999999996,0
6.13999999999996,0
6.14999999999996,0
6.15999999999996,0
6.15999999999996,0
6.16999999999996,0
6.17999999999996,0
6.17999999999996,0
6.18999999999996,0
6.19999999999996,0
6.19999999999996,0
6.20999999999996,0
6.21999999999996,0
6.21999999999996,0
6.22999999999996,0
6.23999999999995,0
6.23999999999995,0
6.24999999999995,0
6.25999999999995,0
6.25999999999995,0
6.26999999999995,0
6.27999999999995,0
6.27999999999995,0
6.28999999999995,0
6.29999999999995,0
6.29999999999995,0
6.30999999999995,0
6.31999999999995,0
6.31999999999995,0
6.32999999999995,0
6.33999999999995,0
6.33999999999995,0
6.34999999999995,0
6.35999999999995,0
6.35999999999995,0
6.36999999999995,0
6.37999999999995,0
6.37999999999995,0
6.38999999999995,0
6.39999999999995,0
6.39999999999995,0
6.40999999999995,0
6.41999999999995,0
6.41999999999995,0
6.42999999999995,0
6.43999999999995,0
6.43999999999995,0
6.44999999999995,0
6.45999999999995,0
6.45999999999995,0
6.46999999999995,0
6.47999999999995,0
6.47999999999995,0
6.48999999999995,0
6.49999999999995,0
6.49999999999995,0
6.50999999999995,0
6.51999999999995,0
6.51999999999995,0
6.52999999999995,0
6.53999999999995,0
6.53999999999995,0
6.54999999999995,0
6.55999999999995,0
6.55999999999995,0
6.56999999999995,0
6.57999999999995,0
6.57999999999995,0
6.58999999999995,0
6.59999999999995,0
6.59999999999995,0
6.60999999999995,0
6.61999999999995,0
6.61999999999995,0
6.62999999999995,0
6.63999999999995,0
6.63999999999995,0
6.64999999999995,0
6.65999999999995,0
6.65999999999995,0
6.66999999999995,0
6.67999999999995,0
6.67999999999995,0
6.68999999999995,0
6.69999999999995,0
6.69999999999995,0
6.70999999999994,0
6.71999999999994,0
6.71999999999994,0
6.72999999999994,0
6.73999999999994,0
6.73999999999994,0
6.74999999999994,0
6.75999999999994,0
6.75999999999994,0
6.76999999999994,0
6.77999999999994,0
6.77999999999994,0
6.78999999999994,0
6.79999999999994,0
6.79999999999994,0
6.80999999999994,0
6.81999999999994,0
6.81999999999994,0
6.82999999999994,0.24317228724988
6.83999999999994,0.48634457449976
6.83999999999994,0.48634457449976
6.84999999999994,0.48634457449976
6.85999999999994,0.48634457449976
6.85999999999994,0.48634457449976
6.86999999999994,0.48634457449976
6.87999999999994,0.48634457449976
6.87999999999994,0.48634457449976
6.88999999999994,0.48634457449976
6.89999999999994,0.48634457449976
6.89999999999994,0.48634457449976
6.90999999999994,0.48634457449976
6.91999999999994,0.48634457449976
6.91999999999994,0.48634457449976
6.92999999999994,0.490465485973877
6.93999999999994,0.494586397447994
6.93999999999994,0.494586397447994
6.94999999999994,0.494586397447994
6.95999999999994,0.494586397447994
6.95999999999994,0.494586397447994
6.96999999999994,0.494586397447994
6.97999999999994,0.494586397447994
6.97999999999994,0.494586397447994
6.98999999999994,0.494586397447994
6.99999999999994,0.494586397447994
6.99999999999994,0.494586397447994
7.00999999999994,0.494586397447994
7.01999999999994,0.494586397447994
7.01999999999994,0.494586397447994
7.02999999999994,0.506405691300747
7.03999999999994,0.518224985153501
7.03999999999994,0.518224985153501
7.04999999999994,0.518224985153501
7.05999999999994,0.518224985153501
7.05999999999994,0.518224985153501
7.06999999999994,0.518224985153501
7.07999999999994,0.518224985153501
7.07999999999994,0.518224985153501
7.08999999999994,0.518224985153501
7.09999999999994,0.518224985153501
7.09999999999994,0.518224985153501
7.10999999999994,0.518224985153501
7.11999999999994,0.518224985153501
7.11999999999994,0.518224985153501
7.12999999999994,0.519001497640786
7.13999999999994,0.519778010128071
7.13999999999994,0.519778010128071
7.14999999999994,0.519778010128071
7.15999999999994,0.519778010128071
7.15999999999994,0.519778010128071
7.16999999999994,0.519778010128071
7.17999999999993,0.519778010128071
7.17999999999993,0.519778010128071
7.18999999999993,0.519778010128071
7.19999999999993,0.519778010128071
7.19999999999993,0.519778010128071
7.20999999999993,0.519778010128071
7.21999999999993,0.519778010128071
7.21999999999993,0.519778010128071
7.22999999999993,0.528708424940429
7.23999999999993,0.537638839752787
7.23999999999993,0.537638839752787
7.24999999999993,0.537638839752787
7.25999999999993,0.537638839752787
7.25999999999993,0.537638839752787
7.26999999999993,0.537638839752787
7.27999999999993,0.537638839752787
7.27999999999993,0.537638839752787
7.28999999999993,0.537638839752787
7.29999999999993,0.537638839752787
7.29999999999993,0.537638839752787
7.30999999999993,0.537638839752787
7.31999999999993,0.537638839752787
7.31999999999993,0.537638839752787
7.32999999999993,0.536411887448853
7.33999999999993,0.535184935144919
7.33999999999993,0.535184935144919
7.34999999999993,0.535184935144919
7.35999999999993,0.535184935144919
7.35999999999993,0.535184935144919
7.36999999999993,0.535184935144919
7.37999999999993,0.535184935144919
7.37999999999993,0.535184935144919
7.38999999999993,0.535184935144919
7.39999999999993,0.535184935144919
7.39999999999993,0.535184935144919
7.40999999999993,0.535184935144919
7.41999999999993,0.535184935144919
7.41999999999993,0.535184935144919
7.42999999999993,0.534935863812245
7.43999999999993,0.534686792479571
7.43999999999993,0.534686792479571
7.44999999999993,0.534686792479571
7.45999999999993,0.534686792479571
7.45999999999993,0.534686792479571
7.46999999999993,0.534686792479571
7.47999999999993,0.534686792479571
7.47999999999993,0.534686792479571
7.48999999999993,0.534686792479571
7.49999999999993,0.534686792479571
7.49999999999993,0.534686792479571
7.50999999999993,0.534686792479571
7.51999999999993,0.534686792479571
7.51999999999993,0.534686792479571
7.52999999999993,0.542091845300983
7.53999999999993,0.549496898122394
7.53999999999993,0.549496898122394
7.54999999999993,0.549496898122394
7.55999999999993,0.549496898122394
7.55999999999993,0.549496898122394
7.56999999999993,0.549496898122394
7.57999999999993,0.549496898122394
7.57999999999993,0.549496898122394
7.58999999999993,0.549496898122394
7.59999999999993,0.549496898122394
7.59999999999993,0.549496898122394
7.60999999999993,0.549496898122394
7.61999999999993,0.549496898122394
7.61999999999993,0.549496898122394
7.62999999999993,0.550532712922396
7.63999999999993,0.551568527722399
7.63999999999993,0.551568527722399
7.64999999999992,0.551568527722399
7.65999999999992,0.551568527722399
7.65999999999992,0.551568527722399
7.66999999999992,0.551568527722399
7.67999999999992,0.551568527722399
7.67999999999992,0.551568527722399
7.68999999999992,0.551568527722399
7.69999999999992,0.551568527722399
7.69999999999992,0.551568527722399
7.70999999999992,0.551568527722399
7.71999999999992,0.551568527722399
7.71999999999992,0.551568527722399
7.72999999999992,0.560192223320529
7.73999999999992,0.56881591891866
7.73999999999992,0.56881591891866
7.74999999999992,0.56881591891866
7.75999999999992,0.56881591891866
7.75999999999992,0.56881591891866
7.76999999999992,0.56881591891866
7.77999999999992,0.56881591891866
7.77999999999992,0.56881591891866
7.78999999999992,0.56881591891866
7.79999999999992,0.56881591891866
7.79999999999992,0.56881591891866
7.80999999999992,0.56881591891866
7.81999999999992,0.56881591891866
7.81999999999992,0.56881591891866
7.82999999999992,0.569418108562155
7.83999999999992,0.570020298205649
7.83999999999992,0.570020298205649
7.84999999999992,0.570020298205649
7.85999999999992,0.570020298205649
7.85999999999992,0.570020298205649
7.86999999999992,0.570020298205649
7.87999999999992,0.570020298205649
7.87999999999992,0.570020298205649
7.88999999999992,0.570020298205649
7.89999999999992,0.570020298205649
7.89999999999992,0.570020298205649
7.90999999999992,0.570020298205649
7.91999999999992,0.570020298205649
7.91999999999992,0.570020298205649
7.92999999999992,0.569815012806051
7.93999999999992,0.569609727406452
7.93999999999992,0.569609727406452
7.94999999999992,0.569609727406452
7.95999999999992,0.569609727406452
7.95999999999992,0.569609727406452
7.96999999999992,0.569609727406452
7.97999999999992,0.569609727406452
7.97999999999992,0.569609727406452
7.98999999999992,0.569609727406452
7.99999999999992,0.569609727406452
7.99999999999992,0.569609727406452
8.00999999999992,0.569609727406452
8.01999999999992,0.569609727406452
8.01999999999992,0.569609727406452
8.02999999999992,0.568184273506413
8.03999999999992,0.566758819606374
8.03999999999992,0.566758819606374
8.04999999999992,0.566758819606374
8.05999999999992,0.566758819606374
8.05999999999992,0.566758819606374
8.06999999999992,0.566758819606374
8.07999999999992,0.566758819606374
8.07999999999992,0.566758819606374
8.08999999999992,0.566758819606374
8.09999999999992,0.566758819606374
8.09999999999992,0.566758819606374
8.10999999999992,0.566758819606374
8.11999999999992,0.566758819606374
8.11999999999992,0.566758819606374
8.12999999999992,0.57570021106
8.13999999999992,0.584641602513626
8.13999999999992,0.584641602513626
8.14999999999992,0.584641602513626
8.15999999999991,0.584641602513626
8.15999999999991,0.584641602513626
8.16999999999991,0.584641602513626
8.17999999999991,0.584641602513626
8.17999999999991,0.584641602513626
8.18999999999991,0.584641602513626
8.19999999999991,0.584641602513626
8.19999999999991,0.584641602513626
8.20999999999991,0.584641602513626
8.21999999999991,0.584641602513626
8.21999999999991,0.584641602513626
8.22999999999991,0.587293471558146
8.23999999999991,0.589945340602666
8.23999999999991,0.589945340602666
8.24999999999991,0.589945340602666
8.25999999999991,0.589945340602666
8.25999999999991,0.589945340602666
8.26999999999991,0.589945340602666
8.27999999999991,0.589945340602666
8.27999999999991,0.589945340602666
8.28999999999991,0.589945340602666
8.29999999999991,0.589945340602666
8.29999999999991,0.589945340602666
8.30999999999991,0.589945340602666
8.31999999999991,0.589945340602666
8.31999999999991,0.589945340602666
8.32999999999991,0.590380087045722
8.33999999999991,0.590814833488777
8.33999999999991,0.590814833488777
8.34999999999991,0.590814833488777
8.35999999999991,0.590814833488777
8.35999999999991,0.590814833488777
8.36999999999991,0.590814833488777
8.37999999999991,0.590814833488777
8.37999999999991,0.590814833488777
8.38999999999991,0.590814833488777
8.39999999999991,0.590814833488777
8.39999999999991,0.590814833488777
8.40999999999991,0.590814833488777
8.41999999999991,0.590814833488777
8.41999999999991,0.590814833488777
8.42999999999991,0.590338713926514
8.43999999999991,0.589862594364251
8.43999999999991,0.589862594364251
8.44999999999991,0.589862594364251
8.45999999999991,0.589862594364251
8.45999999999991,0.589862594364251
8.46999999999991,0.589862594364251
8.47999999999991,0.589862594364251
8.47999999999991,0.589862594364251
8.48999999999991,0.589862594364251
8.49999999999991,0.589862594364251
8.49999999999991,0.589862594364251
8.50999999999991,0.589862594364251
8.51999999999991,0.589862594364251
8.51999999999991,0.589862594364251
8.52999999999991,0.588726627833828
8.53999999999991,0.587590661303405
8.53999999999991,0.587590661303405
8.54999999999991,0.587590661303405
8.55999999999991,0.587590661303405
8.55999999999991,0.587590661303405
8.56999999999991,0.587590661303405
8.57999999999991,0.587590661303405
8.57999999999991,0.587590661303405
8.58999999999991,0.587590661303405
8.59999999999991,0.587590661303405
8.59999999999991,0.587590661303405
8.60999999999991,0.587590661303405
8.61999999999991,0.587590661303405
8.61999999999991,0.587590661303405
8.6299999999999,0.597301167458177
8.6399999999999,0.607011673612949
8.6399999999999,0.607011673612949
8.6499999999999,0.607011673612949
8.6599999999999,0.607011673612949
8.6599999999999,0.607011673612949
8.6699999999999,0.607011673612949
8.6799999999999,0.607011673612949
8.6799999999999,0.607011673612949
8.6899999999999,0.607011673612949
8.6999999999999,0.607011673612949
8.6999999999999,0.607011673612949
8.7099999999999,0.607011673612949
8.7199999999999,0.607011673612949
8.7199999999999,0.607011673612949
8.7299999999999,0.612457806441638
8.7399999999999,0.617903939270327
8.7399999999999,0.617903939270327
8.7499999999999,0.617903939270327
8.7599999999999,0.617903939270327
8.7599999999999,0.617903939270327
8.7699999999999,0.617903939270327
8.7799999999999,0.617903939270327
8.7799999999999,0.617903939270327
8.7899999999999,0.617903939270327
8.7999999999999,0.617903939270327
8.7999999999999,0.617903939270327
8.8099999999999,0.617903939270327
8.8199999999999,0.617903939270327
8.8199999999999,0.617903939270327
8.8299999999999,0.619654867526945
8.8399999999999,0.621405795783563
8.8399999999999,0.621405795783563
8.8499999999999,0.621405795783563
8.8599999999999,0.621405795783563
8.8599999999999,0.621405795783563
8.8699999999999,0.621405795783563
8.8799999999999,0.621405795783563
8.8799999999999,0.621405795783563
8.8899999999999,0.621405795783563
8.8999999999999,0.621405795783563
8.8999999999999,0.621405795783563
8.9099999999999,0.621405795783563
8.9199999999999,0.621405795783563
8.9199999999999,0.621405795783563
8.9299999999999,0.62079518707055
8.9399999999999,0.620184578357536
8.9399999999999,0.620184578357536
8.9499999999999,0.620184578357536
8.9599999999999,0.620184578357536
8.9599999999999,0.620184578357536
8.9699999999999,0.620184578357536
8.9799999999999,0.620184578357536
8.9799999999999,0.620184578357536
8.9899999999999,0.620184578357536
8.9999999999999,0.620184578357536
8.9999999999999,0.620184578357536
9.0099999999999,0.620184578357536
9.0199999999999,0.620184578357536
9.0199999999999,0.620184578357536
9.0299999999999,0.621362091701664
9.0399999999999,0.622539605045792
9.0399999999999,0.622539605045792
9.0499999999999,0.622539605045792
9.0599999999999,0.622539605045792
9.0599999999999,0.622539605045792
9.0699999999999,0.622539605045792
9.0799999999999,0.622539605045792
9.0799999999999,0.622539605045792
9.0899999999999,0.622539605045792
9.09999999999989,0.622539605045792
9.09999999999989,0.622539605045792
9.10999999999989,0.622539605045792
9.11999999999989,0.622539605045792
9.11999999999989,0.622539605045792
9.12999999999989,0.623810408428477
9.13999999999989,0.625081211811162
9.13999999999989,0.625081211811162
9.14999999999989,0.625081211811162
9.15999999999989,0.625081211811162
9.15999999999989,0.625081211811162
9.16999999999989,0.625081211811162
9.17999999999989,0.625081211811162
9.17999999999989,0.625081211811162
9.18999999999989,0.625081211811162
9.19999999999989,0.625081211811162
9.19999999999989,0.625081211811162
9.20999999999989,0.625081211811162
9.21999999999989,0.625081211811162
9.21999999999989,0.625081211811162
9.22999999999989,0.62466086514322
9.23999999999989,0.624240518475278
9.23999999999989,0.624240518475278
9.24999999999989,0.624240518475278
9.25999999999989,0.624240518475278
9.25999999999989,0.624240518475278
9.26999999999989,0.624240518475278
9.27999999999989,0.624240518475278
9.27999999999989,0.624240518475278
9.28999999999989,0.624240518475278
9.29999999999989,0.624240518475278
9.29999999999989,0.624240518475278
9.30999999999989,0.624240518475278
9.31999999999989,0.624240518475278
9.31999999999989,0.624240518475278
9.32999999999989,0.628240155178563
9.33999999999989,0.632239791881849
9.33999999999989,0.632239791881849
9.34999999999989,0.632239791881849
9.35999999999989,0.632239791881849
9.35999999999989,0.632239791881849
9.36999999999989,0.632239791881849
9.37999999999989,0.632239791881849
9.37999999999989,0.632239791881849
9.38999999999989,0.632239791881849
9.39999999999989,0.632239791881849
9.39999999999989,0.632239791881849
9.40999999999989,0.632239791881849
9.41999999999989,0.632239791881849
9.41999999999989,0.632239791881849
9.42999999999989,0.631106090416288
9.43999999999989,0.629972388950728
9.43999999999989,0.629972388950728
9.44999999999989,0.629972388950728
9.45999999999989,0.629972388950728
9.45999999999989,0.629972388950728
